subject,source_video,timestamp_seconds,width,height,tags,filename,crop_type
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_090_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_090_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_091_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_091_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_091_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_092_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_092_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_092_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_093_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_093_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_093_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_094_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_094_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_094_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_095_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_095_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_095_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_096_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_096_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_096_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_097_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_097_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_097_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_098_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_098_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_098_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_099_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_099_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_099_R.png,right
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_100_L.png,left
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_100_C.png,center
cow,cow.mp4,0.0,64,64,"overworld, entity",cow_100_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_001_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_001_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_001_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_002_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_002_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_002_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_003_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_003_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_003_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_004_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_004_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_004_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_005_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_005_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_005_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_006_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_006_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_006_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_007_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_007_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_007_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_008_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_008_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_008_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_009_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_009_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_009_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_010_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_010_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_010_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_011_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_011_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_011_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_012_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_012_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_012_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_013_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_013_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_013_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_014_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_014_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_014_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_015_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_015_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_015_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_016_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_016_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_016_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_017_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_017_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_017_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_018_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_018_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_018_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_019_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_019_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_019_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_020_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_020_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_020_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_021_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_021_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_021_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_022_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_022_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_022_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_023_L.png,left
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_023_C.png,center
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_023_R.png,right
sheep,sheep.mp4,0.0,64,64,"overworld, entity",sheep_024_L.png,left
